text,reasoning_label
"Спрашивать себя сразу по пробуждении отсна: безразлично литебе будет, чтобы другой был справедлив и хорош? — будет безразлично. А не забыл тычто эти вот люди, напыщенно раздающие похвалы и хулу другим, таковы вот на ложе и за столом, и что они делают, чего избегают, зачем гонятся, что воруют, а тои грабят — не руками-ногами, а драгоценнейшей своей частью, в которой, если она того захочет, являются верность, стыд, правда, закон и добрый гений.",1
"После того как было сказано о добродетелях, др ужбах и удовольствиях, осталось в общих чертах описать счас тье, раз ужмы полагаем его целью всего человеческого. Наше рассуж дение будет, вероятно, лишь более отч етливым, если повторить сказанное ранее. Итак, мы сказали, что счастье — это не склад, или состояние, души, ибо тогда оно было быи у того, кто проспал всю жизнь, кто жив еткак растение, или у того, кто претерпел величайш ие несчастья. Если жеи такое не годится, то, скорее, счастье сле дует относить к деятельности, как и было сказано в предыдущих расс уждениях, причем из деятельностей одни необходимы и заслуживают избр ания ради других, а вторые заслуживают его сами посебе, тоясно, что счастье следует полагать одной из деятельностей, заслуживающих избр ания сами посебе, и не одной изтех, что существуют ради чего — тодр угого, ведь счастье нужды нив ч емне имеет, но довлеет себе. Сами же посебе заслуживают избрания те деятельност и, в которых ничего помимо самой деятельности неищут. Именно такими считаются поступки сообразно добродетели, ибо совершение прек расных и добропорядочных поступков относится к заслуживающ ему избрания ради себя самого. Такими являются и развлечения, доставляющие удоволь ствия, потому что их избирают не ради других благ: Отни х ведь, скорее, бывает вред, а не польза, ибо из — заних неудел яют внимания своему телу и имуществу. К такого рода времяпрепровождению прибегают большинство тех, кого почитают счастливыми, и тиран ы потому высоко ставят остроумных при подобном провождении времени; дело в том, что во всем, к чему бывает тяга у тиранов, такие люди умеют с делать себя источником удовольствий, а в таких людях тираны нуж даются. Потому эти развлечения и считаются признаками счаст ьячто в них проводят свой досуг государи, но подобные счастлив цыне доказывают, наверное, что счастье — это развлечение, ведь от обладания властью государя не зависят ни добродетель, ниум, а именно они — источники добропорядочных деятельностей, и если, неимея вкус а к удовольствию чистому и достойному свободнорожд енного, прибегают к удовольствиям телесным, тоиз — за этого не следует думать, будто эти удовольствия предпочтительны, дети ведь тоже уверены, что самое лучшее это точто ценится между ними. Так что вполне разумно, чтобы разные вещи казались ценными детям и мужам, дурным и добрым. Вместе с тем, как г оворилось уже неоднократно, и ценным является и доставляет удовол ьствие в собственном смысле слова точто таково для доброп орядочного, ибо для каждого наиболее предпочтительна деятельность в соо тветствии с его собственным складом и для добропорядочного тем самы м такова деятельность, сообразная добродетели. Следовательно, нев развлечениях заключается счасть еведь это даже нелепо, чтобы целью было развлечение и чтобы ч еловек всю жизнь работал и терпел беды ради развлечений . Ведь, так сказать, ради другого мы избираем все, за исключением счастья, ибо счастье и есть цель. А добропорядочное усердие и труд ради развлечений кажутся глупыми и уж слишком ребячливым и , зато развлекаться для того, чтобы усердствовать в доброп орядочных делах , — по Анахарсису, это считается правильным, потом у что развлечение напоминает отдых, а, не будучи в состоя нии трудиться непрерывно, люди нуждаются в отдыхе. Отдых, таким о бразом, — нецель, потому что он существует ради деятельности. Далее, считается, что счастливая жизнь — это жизнь по добродетели, а такая жизнь сопряжена с добропорядоч ным усердием и состоит нев развлечениях. И мы утверждаем, что усердие и добропорядочность лучше потех с развлечениями, и что деятельность лучшей части души или лучшего человека всегда более добропорядочная и усердная. А деятельность наилучше го выше и тем самым более способна приносить счастье. Первый попавшийся, в том числе раб, будет вкушать т елесные удовольствия, наверное, ничуть нехуже самого добро детельного. Нодолю в счастье никто не припишет рабу, если не припишет и участие в жизни. Ведь счастье состоит нев таком времяпрепровождении , нов деятельностях сообразно добродетели, как тои было сказано прежде.",1
"Если оттебя зависит, зачем делаешь? Если от другого, накого негодуешь? На атомы? или на богов? Безумно в обоих случаях. Никого не хулить. Если можешь, поправь его; этого не можешь, тогда хоть само дело. И этого не можешь, так к чему твое хуление? А просто так ничего делать не надо.",1
"Не оглядывайся на чужое ведущее, а прямо нато смотри, к чему тебя природа ведет: природа целого с помощью того, что с тобой случается, а твоя — с помощью того, что надлежит тебе делать. А надлежит точто сообразно устроению каждого, устроено же все прочее ради существ разумных, как и вообще худшее ради лучшего, а разумные существа — друг ради друга. Так вот, первостепенным в человеческом устроении является общественное. Второе — неподатливость перед телесными переживаниями, ибо свойство разумного и духовного движения — определять свои границы и никогда не уступать движениям чувств и устремлений, так как эти последние животны, духовное же движение хочет первенствовать, а небыть под властью. И по праву — ведь ему от природы дано ими всеми распоряжаться. Третье в разумном устроении — неопрометчивость и проницательность. Так вот, держась этого, пусть ведущее шествует прямо и всем своим владеет.",1
"Ясно, таким образом, что невоздержность и возд ержность касаются только того, чего касаются распущенность и благоразумие, и что разным видам этого соответствуют разные виды невозд ержности, называемые так переносно и нев безусловном смысле. Давайте уясним себе , что невоздержность в порыве ярости менее позорна, нежели невоздержность во влечениях. Ведь похоже, что порыв в какой — то мере слушает голос суждения, то есть разума, но недослышит, как торо пливая прислуга, что выбегает вон, не дослушав, что говорят, а потом, ис полняя поручение, допускает промах, и как псы, что начинают лаять, едва послышится шорох, не рассмотрев, не свой лиВот так и порыв и з — за горячности и поспешности его природы бросается мстить, уловив что — то, ноне услышав приказа. В самом деле, рассуждение или вооб ражение объяснило ему, что его оскорбляют или что импрен ебрегают, и он, словно бы придя к заключению, что в таком слу чае надо наступать, тут же начинает злиться. А влечение, едва только ра ссуждение или чувство скажут, что нечто доставляет удовольствие , бросается к усладам, так что порыв в каком — то смысле следует за сужден ием, а влечение нет. А значит, оно позорнее, ведь кто невоздержен в поры ве ярости, как — то подчиняется суждению, а тот другой — влечению, а не суждению. Кроме того, следование естественным стремлениям выз ывает больше сочувствия, раз уж больше его вызывает следо вание даже влечениям, если они общи всем, и в той мере, в какой они общи. Порыв ярости и злость более естественны, чем влечения к и злишествам и вещам, не являющимся необходимыми. Вспомним, например, сына, который, защищаясь в деле о побоях, нанес енных отцу, сказал: «Ведь и онбил своего отца, и тот — своего», и, указав на собст венного реб енка: Иэтот побь етменя, когда возмужает, — так ужу нас в роду», и отца, которого сын волок за собою и который приказал ему остановиться в дверях, потому что и онсам доволакивал — де своег о отца до этого места. Кроме того, чем больше злого умысла, тем больше неправосудности. А между тем ни порывистый, ни поры в не способны злоумышлять — они действуют открыто. Зато влечение — словно Афродита, о которой говорят: «Рожд енная на Кипре кознодейка», и о е е «узорчатом поясе» Гомер: …в н ем заключались Льстивые речи, нераз уловлявшие уми разумных. Так что если эта невоздержность влечений действительно более неправосудна и позорна, чем тачто сказывается в п орыве ярости, то именно она есть невоздержность в безусловном смысле слова и в каком — то смысле порочность. Далее, никто невед етсебя нагло , при этом страдая, а действуя в гневе, всякий испытывает страдание, тогд а как наглец , напротив, действует с удовольствием. Итак, если больше неправосудности в том, начто гне ваться наиболее правосудно, тои в невоздержности из — за влечения больше неправосудности, чем в невоздержности из — за порыв а ярости, ибо в порыве ярости нет наглости . Ясно поэтому, в каком смысле невоздержность, связан ная с влечением, более позорна, чем невоздержность, связа нная с порывом ярости, а также что воздержность и невоздержность о тносятся к телесным влечениям и удовольствиям. Осталось понять, какая м ежду ними — удовольствием и влечением — разница. В самом деле, как уже было сказано вначале, одни из влечений человеческие и естественные как породу, так и по с тепени, другие — звероподобные, третьи же обусловлены уродствами и болезнями. Благоразумие и распущенность связаны только с первы м видом влечения. Вот почему мыне называем зверей ни благ оразумными, ни распущенными иначе, как в переносном смысле, ведь у них нет ни сознательного выбора, нирасч ета, и еще в случае, если один какой — то род животных в целом отличается от другого наглость ю, буйством и обжорством, ноэто отступления от природы, так жек ак среди людей — помешанные. Зверство менее дурно, нежели порочность, но более страшно, ибо лучшая часть души у зверей не развращена , как у порочного человека, а отсутствует. Это похоже на сравнение неодушевл енного и одушевл енного по степени порочности. Ведь безвреднее всегда бывает дурное качество того, что не имеет в себе Аристотель. Никомахова этика Электронная библиотека «Гражданское общество». : :.. источника действия, а ум — такой источник так что это очень похоже на сравнение неправосудности с неправосудным челове ком: Большим злом в одном смысле будет одно, в другом — другое, ведь порочный человек натворит, наверное, в тысячу раз больше з ла , чем зверь.",1
"Прекращение деятельности, стремления; прерыв и как бы смерть признания — небеда. Переходи теперь к возрасту: детскому, юношескому, к молодости, старости. Ведь и тут всякая перемена — смерть. Что, страшно? Переходи к жизни, которую тывел у деда, потом у матери, затем у отца; и всюду находя еще и другие различия, превращения, прекращения, спрашивай себя: что, страшно? А значит тоже и с прекращением, прерывом и превращением всей твоей жизни.",1
"У тебя какое искусство? — быть добротным. А может лиэто хорошо произойти иначе, как по правилам учения — тем личто относятся к природе целого, или же тем, что относятся к собственно человеческому устроению?",1
"Как о едином существе помышлять всегда о мире, о едином по естеству и с единой душой, и о том, как все, что ни есть в нем, передается в единое чувствование, и как оно единым устремлением делает все разом, и как все сопричинно тому, что становится, и как здесь все увязано и сметано.",1
"Положив себе эти имена: добротный, достойный, доподлинный, осмысленный, единомысленный, свободомысленный — смотри, держись, не переиначивай и не нарушай ихи поскорее к ним подымайся. Помни, что у тебя осмысленность означала проницательное рассмотрение всякой вещи и нерассеянность; единомыслие — добровольное приятие того, что уделяет общая природа; свободомыслие — свободу мыслящей части от гладкого или шероховатого движения плоти, от славы, смерти и прочее. Так вот, если соблюдешь себя при этих именах, ничуть не цепляясь зато, чтобы и другие называли вещи так жеи сам будешь другой, и вступишь в другую жизнь. Потому что быть и дальше таким, каким тыбыл досих пор, и в такой жизни мотаться и мараться — это в пору разве что бесчувственному и жизнелюбцу вроде тех полурастерзанных воителей, которые изранены зверьми, изгрызены, а все-таки просят, чтобы их оставили до завтра и в таком же виде бросили в теже когти и в туже пасть. Нет, ты взойди на немногие эти имена и если можешь стоять наних, стой, подобный тому, кто переселился на острова блаженных; нуа если почувствуешь, что соскальзываешь, и что не довольно в тебе сил, спокойно зайди в какой-нибудь закоулок, который тебе по силам, а тои совсем уйди из жизни — без гнева, просто, благородно и скромно, хоть одно это деяние свершив в жизни, чтобы вот так уйти. А помнить эти имена тебе очень поможет, если будешь помнить богов, и как они не того хотят, чтобы угодничали перед ними, а того, чтоб уподоблялось им все разумное. И чтобы смоковница делала, что положено смоковнице, собака — точто собаке, пчела — что пчеле, человек — что человеку.",1
"Кто бежит от хозяина — беглый раб. А закон это хозяин, и беглый раб тот, кто его преступает. Так и тот, кто опечален, кто сердится и кто опасается чего-то, что стало, становится, станет — чего-то, что повелел тот, кто управляет всем, а ведь это закон, раз в нем концы всего, что кому уделено. И следовательно, тот, кто опасается, печалится или сердится — беглый раб.",1
"Все, что случается, либо так случается, как от природы дано тебе переносить, или жетак, как недано от природы переносить. Так что если случается тебе, что ты по природе сносишь — не сетуй, переноси, как дано природой; если же точто не сносишь — не сетуй, потому что оно тебя заодно уничтожая истребит. Помни только: дано тебе от природы переносить все, что только может сделать переносимым и приемлемым твое же признание, исходя из представления, что это полезно и надлежит тебе так делать.",1
"Распущенный, как было сказано, не способен к ра скаянию, потому что он придерживается своего собственного выбора, но всякий невоздержный способен к раскаянию. Поэтому в действ ительности дело обстоит нетак, как показалось при постановке воп роса, но один, распущенный, неисцелим, а другой, невоздержный, исцелим. В самом деле, испорченность нрава похожа на такие болезни , как, скажем, водянка или чахотка, а невоздержность — на эпилептические припадки: Первая представляет собою непрерывнодействующую, а вторая — приступообразную подлость. Даи в целом невоздержно сть относится к иному роду, нежели порочность, ибо порочность скрыт а от порочного, а невоздержность от невоздержного не скрыта. Среди самих невоздержных исступл енные лучше, чем те, кто, обладая суждением, не придерживается его, ведь последние уступают менее сильной страсти и в отличие от первых дейс твуют не без предварительного решения. Действительно, такой не воздержный похож на того, кто пьянеет быстро и от малого количества вина, то есть от меньшего, чем большинство людей. Итак, очевидно, что невоздержность — это не порочно сть хотя в каком — то смысле, вероятно, все же порочность. Действительно, первая действует вопреки, а вторая — согласно созна тельному выбору. Тем не менее сходство есть, по крайней мере в посту пках; как сказал Демодок о милетянах: «…милетяне, право, не глупы, н о поступают во всем жалким подобно глупцам», так и невоздержные, неб удучи неправосудными, поступают все же неправосудно. Поскольку один, а именно невоздержный, таков, что не по убеждению ищет телесных удовольствий и чрезмерно и вопреки верному суждению, а другой, то есть распущенный, — поубе ждению, потому что он такой человек, которому свойственно их искать, п остольку первого легко переубедить, а второго нет. Дело в том, что добродетель блюд ет принцип, а испорченность нрава уничтожает, для поступков же принцип — целе вая причина, подобно тому как предположения являются целевыми п ричинами в математике. Конечно, как в ней рассуждение не обуча ет началам, так и в случае с поступками, зато добродетель, от природы л и она или от привычки, научает составлять правильное мнение о начале как принципе. Таким образом, обладатель этой добродет ели — благоразумный, а противоположный ему — распущенный. Может существовать такой человек, от страсти исступ ленный вопреки верному суждению, который одержим страстью настолько, чтобы не поступать согласно верному суждению, ноне настолько, чтобы быть убежд енным в том, что кое — какие удовольствия надо безза стенчиво преследовать. Этот человек и является невоздержным как лучший, чем распущенный, и не безусловно дурной, потому что сам ое лучшее, а именно принцип, в н ем сохраняется. Другой, противоположный этому, придерживается верного суждения и не приходит в и сступление, во всяком случае от страсти. Отсюда, наконец, ясно, что этот последний склад души добропорядочный, а первый — дурной.",1
"Кто-то станет презирать меня? Его забота. А моя забота, чтобы не случилось, что я сделал или сказал что-нибудь достойное презрения. Кто-то возненавидит? Его забота. А я, благожелательный и преданный всякому, готов и ему показать, в чем его недосмотр — без хулы, без намека па точто вот-де терплю, а искренно и просто, как славный Фокион, если, конечно, онне притворялся. Потому что надо, чтобы это внутри было и чтобы боги видели человека-несетователя по душевному своему складу, такого, который не кричит, как все ужасно. Потому что если сам делаешь сейчас ток чему расположена твоя природа, и приемлешь точто сейчас угодно всеобщей природе, то какая беда тебе, человеку, поставленному нато, чтобы было через кого произойти всеобщей пользе?",1
"Впрочем, называть счастье высшим благом кажется чем — то общепризнанным, но непременно нужно отчетливее определить еще и его суть. Может быть, это получится, если принять в о внимание назначение человека, ибо, подобно тому как у флейтиста, ваятеля и всякого мастера да и вообще у тех, у кого есть определенное назначение и занятие , собственно благо и совершенство заключены в их деле , точно так, по — видимому, и у человека вообще, если только для него существует определенное назначение. Но возможно ли, чтобы у плотника и башмачника было определенное назначение и занятие, а у человека не было бы никак ого, и чтобы он по природе был бездельник ? Если же подобно тому как для глаза, руки, ноги и вообще каждой из частей тела обнаруживается определенное назначение, так и у человека в целом можно предположить помимо всего этого определенное дело? Тогда что бы это могло быть? В самом деле, жизнь представляется чем — то общим как для человека, так и для растений, а искомое нами присуще только человеку. Следовательно, нужно исключить из рассмотрения жизнь с точки зрения питания и роста . Следующей будет жизнь с точки зрения чувства, но и она со всей очевидностью то общее, что есть и у лошади, и у быка, и у всякого живого существа. Остается, таким образом, какая — то деятельная жизнь обладающего суждением существа . Причем одна его часть послушна суждению, а другая обладает ими мыслит. Хотя и эта жизнь, жизнь разумного существа определяется двояко, следует полагать е е именно деятельностью, потому что это значение, видимо, главнее. Если назначение человека — деятельность души, согласованная с суждением или не без участия суждения, причем мы утверждаем, что назначение человека породу тождественно назначению добропорядочного человека, как тождественно назначение кифариста и изрядного кифариста, и это верно для всех вообще случаев, а преимущества в добродетели — это лишь добавление к делу: Так, дело кифариста — играть на кифаре, а дел о изрядного кифариста — хорошо играть; если это так, то мы пола гаем, что дело человека — некая жизнь, а жизнь эта — деятельность души и поступки при участии суждения, дело же добропорядочного мужа — совершать это хорошо и прекрасно в нравственном смысле и мы полагаем, что каждое дело делается хорошо, когда ег о исполняют сообразно присущей ему добродетели; если все это так, то человеческое благо представляет собою деятельность души сообразно добродетели, а если добродетелей несколько, тсообразно наилучшей и наиболее полной и совершенной. Добавим к этому: За полную человеческую жизнь. Ведь одна ласточка не делает весны и один теплый день тоже; точно так же низа один день, низа краткое время не делаются блаженными и счастливыми.",1
"Добропорядочный человек не обязан перелистать все книги или тщательно усвоить все точто преподают в школах; более того, если быон потратил чересчур много времени на изучение книг, это образовало бы некий пробел в его воспитании. В течение жизни ему необходимо совершить много иных дел, и его жизненный досуг должен быть распределен настолько верно, чтобы большая часть этого досуга отводилась на свершение добрых дел, понятие о которых бывает ему внушено его разумом, даже если ониных наставлений не получает. Однако в этот мир он приходит невежественным, и, поскольку ранние его познания основываются лишь на неразвитом чувственном восприятии и на авторитете его наставников, почти невозможно, чтобы воображение его не оказалось в плену бесчисленных ложных мыслей до того, как его разум примет насебя руководящую роль, и в дальнейшем ему нужны большая сила характера или же наставления какого-либо мудреца - как затем, чтобы избавиться от занимающих его ум ложных теорий, так и для того, чтобы заложить первоосновы прочного знания и открыть себе все пути, идя которыми он может поднять свои знания на высшую доступную ему ступень. Об этих-то вещах я и решил написать в данном труде, дабы пролить свет на истинные богатства наших душ и указать каждому человеку средства для отыскания в самом себе, без заимствований у других, всего того знания, какое необходимо ему для правильного жизненного поведения и для последующего достижения - с помощью самостоятельных занятий - всех тех самых интересных знаний, какими может располагать человеческий разум. Но, опасаясь, как бы величие моего замысла не преисполнило ваши умы таким изумлением, кое сразу же исключило бы доверие, я хочу предупредить вас, что предприятие мое не столь непосильно, как это могло бы показаться: ведь все знания, не превышающие возможности человеческого ума, связаны между собой столь чудесной цепочкой и могут быть выведены одно из другого с помощью столь необходимых умозаключений, что для этого вовсе не требуется особого искусства и восприимчивости, если только, начав с самых простых умозаключений, мы сумеем, ступенька за ступенькой, подняться к самым возвышенным. Я постараюсь показать вам это здесь с помощью ряда столь ясных и доступных доводов, что всякий поймет: было бы ошибкой не видеть впереди правильного пути и задерживаться мыслью науже высказанных мной соображениях, если онне сумел заметить тоже, что и яведь я заслуживаю славу открытия этих вещей не более, чем прохожий, в силу счастливого случая наткнувшийся на некий богатый клад, который многие долгое время до этого усердно, но бесполезно искали. Право, я изумлен, что среди стольких незаурядных умов, кои могли бы выполнить эту задачу гораздо лучше меня, не нашлось ни одного, у кого хватило бы терпения разрешить эти вопросы: почти все они напоминали путников, покинувших столбовую дорогу ради боковой тропки и заблудившихся среди терновника и обрывов. Однако я вовсе не стремлюсь исследовать, что знали другие или чего они не знали; мне довольно заметить, что, если быдаже вся наука, какой только можно желать, содержалась в написанных книгах, все равно то хорошее, что в них есть, перемешано с таким количеством бесполезных вещей и беспорядочно раскидано в такой куче огромных томов, что для прочтения всего этого потребовалось бы больше времени, нежели нам отпущено в этой жизни, а для выборки полезных истин - больше ума, нежели требуется для самостоятельного их открытия. Это позволяет мне надеяться, что вы охотно усмотрите здесь более легкий путь и истины, кои я изложу, будут хорошо вами приняты, хотя я и не заимствовал ихни у Аристотеля, ниу Платона; полагаю, что они получат распространение в мире, подобно монете, коя не менее ценна, когда она извлекается из сумки крестьянина, чем тогда, когда ее выдает банкир. Итак, я попытался сделать их одинаково полезными для всех людей; для достижения этого я счел наиболее удобной манерой стиль учтивой беседы, в ходе которой каждый из собеседников дружелюбно раскрывает перед своими друзьями лучшее, что у него есть науме; пользуясь именами Евдокса, Полиандра и Эпистемона, я рисую, как человек посредственного ума, суждение которого, однако, не извращено никакими предубеждениями и чей разум сохраняет всю свою первозданную чистоту, принимает в своем сельском доме, где он живет, двух незаурядно умных и наиболее любознательных людей своего века, один из которых никогда но учился, а другой, наоборот педантично знает все, что можно усвоить в школах; там среди других разговоров, кои я предоставляю вам дорисовать в своем воображении, точно так жекак вид местности и все ее детали, служащие, по моему замыслу, для примеров, помогающих им изъяснить свое мировоззрение, они намечают тему своей последующей беседы, протекающей на протяжении этих двух книг вплоть до самого их конца.",1
"Журналист не должен спешить с осуждением гипотез. Они дозволены в философских предметах и даже представляют собой единственный путь, которым величайшие люди дошли до открытия самых важных истин. Это — нечто вроде порыва, который делает их способными достигнуть знаний, до каких никогда не доходят умы низменных и пресмыкающихся во прахе.",1
