text,reasoning_label,reasoning_label_correct,corrected_text
"Иной, если сделает кому что-нибудь путное, не замедлит указать ему, что тот отныне в долгу. Другой нетак скор наэто — он иначе, про себя помышляет о другом как о должнике, помня, что ему сделал. А еще другой как-то даже и не помнит, что сделал, а подобен лозе, которая принесла свой плод и ничего неждет сверх этого. Пробежал конь, выследила собака, изготовила пчела мед, а человек добро — и не кричат, а переходят к другому, к тому, чтобы, подобно лозе, снова принести плод в свою пору. — Значит, надо быть среди тех, кто делает это некоторым образом бессознательно? — Именно. — Новедь как раз это и надо сознавать, потому что свойственно общественному существу чувствовать, что оно действует общественно, и — клянусь Зевсом — желать, чтобы и другой это почувствовал. — Верно говоришь, не схватил только, о чем сейчас разговор. Вот тыи будешь изтех, о ком я упомянул сперва, ибо и тех увлекает некая убедительность счета. А захочешь понять, о чем разговор, так не бойся, — вот ужизза чего ни одного общественного деяния не упустишь.",1,1,"Иной, если сделает кому что-нибудь путное, не замедлит указать ему, что тот отныне в долгу. Другой не так скор на это — он иначе, про себя, помышляет о другом как о должнике, помня, что ему сделал. А ещё другой как-то даже и не помнит, что сделал, а подобен лозе, которая принесла свой плод и ничего не ждёт сверх этого. Пробежал конь, выследила собака, изготовила пчела мёд, а человек добро — и не кричат, а переходят к другому, к тому, чтобы, подобно лозе, снова принести плод в свою пору. — Значит, надо быть среди тех, кто делает это некоторым образом бессознательно? — Именно. — Но ведь как раз это и надо сознавать, потому что свойственно общественному существу чувствовать, что оно действует общественно, и — клянусь Зевсом — желать, чтобы и другой это почувствовал. — Верно говоришь, не схватил только, о чём сейчас разговор. Вот ты и будешь из тех, о ком я упомянул сперва, ибо и тех увлекает некая убедительность счёта. А захочешь понять, о чём разговор, так не бойся, — вот уж из-за чего ни одного общественного деяния не упустишь."
"Принято считать, что одни влечения общие для в сех, другие — у каждого свои и благоприобрет енные. Так, например, влечение к пище естественно, ибо к ней влеч ет всякого, кто нуждается в еде или питье, а иногда в том и другом одновременно, и всякого, «кто молод и в расцвете сил», как говорит Гомер, влеч етк объятьям». Ноне всякого привлекает именно эта пища и именно эта женщина, и не всех влеч етк одному и тому жеВот почему, каково влечение, по всей вид имости, зависит отнас самих. Впрочем, в н ем есть, конечно, и нечто естественное, потому что, хотя одному в удовольствие одно, а другому — другое, иные вещи доставляют удовольствие любому и каждому. Однако в естественных влечениях погрешают немногие, и притом в одном направлении — в сторону излишества. Действите льно, есть все, что попало, или пить до перепоя означает перейти естест венную меру по количеству, так как естественное влечение имеет цел ью только восполнение недостающего. И соответствующих людей п отому называют рабами брюха, что они наполняют его сверх должного. Такими становятся люди чрезвычайно низменного нрава, но многие и во многих отношениях погрешают в связи с удовольствиями, при ятными им лично. Ведь среди тех, кого называют «любителями» , одни наслаждаются не тем, чем следует, другие — сильнее, чем большинство, третьи — нетак, как следует, а распущенные преступ ают меру во всех отношениях; действительно, они наслаждаются такими вещами, какими не следует наслаждаться, потому что они...",1,1,"Принято считать, что одни влечения общие для всех, другие — у каждого свои и благоприобретённые. Так, например, влечение к пище естественно, ибо к ней влечёт всякого, кто нуждается в еде или питье, а иногда в том и другом одновременно, и всякого, «кто молод и в расцвете сил», как говорит Гомер, влечёт к объятиям. Но не всякого привлекает именно эта пища и именно эта женщина, и не всех влечёт к одному и тому же. Вот почему, каково влечение, по всей видимости, зависит от нас самих. Впрочем, в нём есть, конечно, и нечто естественное, потому что, хотя одному в удовольствие одно, а другому — другое, иные вещи доставляют удовольствие любому и каждому. Однако в естественных влечениях погрешают немногие, и притом в одном направлении — в сторону излишества. Действительно, есть всё, что попало, или пить до перепоя означает перейти естественную меру по количеству, так как естественное влечение имеет целью только восполнение недостающего. И соответствующих людей потому называют рабами брюха, что они наполняют его сверх должного. Такими становятся люди чрезвычайно низменного нрава, но многие и во многих отношениях погрешают в связи с удовольствиями, приятными им лично. Ведь среди тех, кого называют «любителями», одни наслаждаются не тем, чем следует, другие — сильнее, чем большинство, третьи — не так, как следует, а распущенные преступают меру во всех отношениях; действительно, они наслаждаются такими вещами, какими не следует наслаждаться, потому что они..."
"Единомыслие тоже кажется приметой дружеского отношения. Именно поэтому единомыслие неесть сходс тво мнений , потому что последнее может быть даже у тех, кто друг друга не знает, ноо согласных между собою по какому — то вопросу не говорят, что у них единомыслие, допустим, по вопрос у о небесных телах ибо «единомыслие» в таких вещах не имеет отношения к дружбе, а говорят о единомыслии в государствах, когда граждан е согласны между собою относительно того, что им нужно, и отдают предпочтение одним и тем же вещам и делают точто приняли сообща. Итак, единомыслием обладают в том, что касается пос тупков , причем в том из этого, что значительно и может быть предоставлено той и другой стороне или всем, напр имер, государства обладают единомыслием, когда все граждане считают, что должности начальников должны быть выборными, или что с лакеде монянами надо заключать военный союз, или что гражданам надлежит быть под началом Питтака, когда и сам он этого хотел. Нок огда и один и другой желают, чтобы было именно его начало, как братья в «Финикиянках», начинается смута, потому что нев том единомыслие, чтобы у обеих сторон науме было одно — безразлично, что именно, а в том, чтобы имели в виду также одних и тех же лиц, как бывает, например, когда и народ, и добрые граждане думают, что начальствовать следует лучшим, ведь так все получают что хотят. Единомыслие оказывается, таким образом, государстве нной дружбой, и мы говорим о единомыслии именно в таком значении, ведь...",1,1,"Единомыслие тоже кажется приметой дружеского отношения. Именно поэтому единомыслие не есть сходство мнений, потому что последнее может быть даже у тех, кто друг друга не знает, но о согласных между собою по какому-то вопросу не говорят, что у них единомыслие, допустим, по вопросу о небесных телах, ибо «единомыслие» в таких вещах не имеет отношения к дружбе, а говорят о единомыслии в государствах, когда граждане согласны между собою относительно того, что им нужно, и отдают предпочтение одним и тем же вещам и делают то, что приняли сообща. Итак, единомыслием обладают в том, что касается поступков, причем в том из этого, что значительно и может быть предоставлено той и другой стороне или всем, например, государства обладают единомыслием, когда все граждане считают, что должности начальников должны быть выборными, или что с лакедемонянами надо заключать военный союз, или что гражданам надлежит быть под началом Питтака, когда и сам он этого хотел. Но когда и один и другой желают, чтобы было именно его начало, как братья в «Финикиянках», начинается смута, потому что не в том единомыслие, чтобы у обеих сторон на уме было одно — безразлично, что именно, а в том, чтобы имели в виду также одних и тех же лиц, как бывает, например, когда и народ, и добрые граждане думают, что начальствовать следует лучшим, ведь так все получают, что хотят. Единомыслие оказывается, таким образом, государственной дружбой, и мы говорим о единомыслии именно в таком значении, ведь..."
"«Искусства выше всякая природа» — оттого искусства и подражают природам. А если так, тоуж совершеннейшая и самая многообъемлющая из природ не уступит, думается, хоть быи самой искусной сноровке. А так как все искусства делают более низкое ради высшего, тои общая природа так жеВот, вот где рождается справедливость, а изнее возникают остальные доблести — ведь не уследить нам за справедливым, если станем небезразличны к средним вещам или же будем легковерны, опрометчивы и переменчивы.",1,1,"«Искусства выше всякой природы» — оттого искусства и подражают природам. А если так, то уж совершеннейшая и самая многообъемлющая из природ не уступит, думается, хоть бы и самой искусной сноровке. А так как все искусства делают более низкое ради высшего, то и общая природа так же. Вот, вот где рождается справедливость, а из нее возникают остальные доблести — ведь не уследить нам за справедливым, если станем небезразличны к средним вещам или же будем легковерны, опрометчивы и переменчивы."
"Вновь видеть точто уже прошло. Сколько держав пережили пре вращение! Видеть вперед, что будет — тоже возможно. Оно ведь конечно будет единообразно и не уйдет от лада, в котором сбывается настоящее. Оттого и равно, изучать ли жизнь человеческую сорок лет или же тысячелетиями. Нучто еще ты увидишь?",1,0,"Вновь видеть то, что уже прошло. Сколько держав пережили превращение! Видеть вперед, что будет, — тоже возможно. Оно ведь, конечно, будет единообразно и не уйдет от лада, в котором сбывается настоящее. Оттого и равно, изучать ли жизнь человеческую сорок лет или же тысячелетиями. Ну что еще ты увидишь?"
"Как жеэто свирепо — не позволять людям устремляться к тому, что кажется им естественным и полезным! А ведь ты некоторым образом не позволяешь имэто, когда негодуешь нато, что они заблуждаются. Они-то кидаются наэто, конечно жекак на естественное и полезное. — Так ведь нетак это! — Тогда учи и показывай, не сердясь",1,1,"Как же это свирепо — не позволять людям устремляться к тому, что кажется им естественным и полезным! А ведь ты некоторым образом не позволяешь им этого, когда негодуешь на то, что они заблуждаются. Они-то кидаются на это, конечно же, как на естественное и полезное. — Так ведь не так это! — Тогда учи и показывай, не сердясь."
"Поиски отличаются от принимания решений , потому что принимание решения — это один из видов поисков. Что касается разумности в решениях , то надо понять, в чем еесуть, является лиона своего рода знанием, или наукой, мнением, наитием, или это нечто другого рода. Конечно, это не знание, ведь не исследуют точто з нают, а разумность в решениях — это разновидность принимани я решения, и тот, кто принимает решение, занимается поисками и расч етом. Ноэто, конечно, и не наитие, ибо наитие обходится без ра ссуждения и является внезапно, между тем как решение принимаю т в течение долгого времени, и пословица гласит: «Решенью скоро выполняться, приниматься медленно». Наконец, и проницательность отличается от разумности в решениях, ибо проницательность — это с воего рода наитие. И конечно, разумность в решениях не совпадает с мне нием. Но поскольку тот, кто плохо принимает решения, ошибается, а кто разумно — поступает правильно, ясно, что разумность в реш ениях — это разновидность правильности, однако правильности не науки и не мнения, потому что правильность для науки не существует ибо не существует и ошибочность, а для мнения правильность — это ист инность, а не разумность, и вместе с тем все, о чем имеется мнение, уже определено, а решение принимают о неопредел енном. Однако разумность в решениях не чужда и рассуждению. Остается, стало быть, правильность мысли, ибо мысль — это еще не утверждение. Ведь и мнение — это не поиски , ноуже некое утверждение, а кто...",1,1,"Поиски отличаются от принятия решений, потому что принятие решения — это один из видов поисков. Что касается разумности в решениях, то надо понять, в чем её суть, является ли она своего рода знанием, или наукой, мнением, наитием, или это нечто другого рода. Конечно, это не знание, ведь не исследуют то, что знают, а разумность в решениях — это разновидность принятия решения, и тот, кто принимает решение, занимается поисками и расчетом. Но это, конечно, и не наитие, ибо наитие обходится без рассуждения и является внезапно, между тем как решение принимают в течение долгого времени, и пословица гласит: «Решению скоро выполняться, приниматься медленно». Наконец, и проницательность отличается от разумности в решениях, ибо проницательность — это своего рода наитие. И конечно, разумность в решениях не совпадает с мнением. Но поскольку тот, кто плохо принимает решения, ошибается, а кто разумно — поступает правильно, ясно, что разумность в решениях — это разновидность правильности, однако правильности не науки и не мнения, потому что правильность для науки не существует, ибо не существует и ошибочность, а для мнения правильность — это истинность, а не разумность, и вместе с тем всё, о чём имеется мнение, уже определено, а решение принимают о неопределённом. Однако разумность в решениях не чужда и рассуждению. Остаётся, стало быть, правильность мысли, ибо мысль — это ещё не утверждение. Ведь и мнение — это не поиски, но уже некое утверждение, а кто..."
"Если быу тебя и мать была сразу, и мачеха, тыбы и эту почитал, а все-таки постоянно уходил бык той. Вот так у тебя теперь придворная жизнь и философия: ходи почаще туда и у той отдыхай, из-за которой ты способен принять эту другую, и она тебя.",1,1,"Если бы у тебя и мать была сразу, и мачеха, ты бы и эту почитал, а всё-таки постоянно уходил бы к той. Вот так у тебя теперь придворная жизнь и философия: ходи почаще туда и у той отдыхай, из-за которой ты способен принять эту другую, и она тебя."
"Расположение похоже на дружеское отношение , но это тем не менее не дружба, потому что расположение может быть обращено к незнакомым и быть тайным, а в дружбе это невозможно. Прежде это было сказано. Но расположение — это и не дружеское чувство, потом у что в нем нет ни напряжения, ни стремления, а они сопутствуют чувству дружеской привязанности. Кроме того, чувство дружеской привязанности обусловлено длительной взаимной близостью , а расположение может возникнуть внезапно, как, например, к участникам состязаний: Люди становятся расположены к ним и желают им победы, однако ни в чем не станут им содействовать, ибо, как мы уже сказа ли, расположение возникает внезапно и приязнь тут испыт ывают поверхностно. Таким образом, расположение напоминает начало дружб ытак жекак удовольствие от лицезрения другого походит нан ачало влюбленности, потому что никто не влюбляется, не испытав прежде удовольствия от облика другого человека, но кто нас лаждается видом человека, еще отнюдь не влюблен; влюблен он тогда, когда в отсутствие другого тоскует и жаждет его присутствия. А значит, нельзя быть друзьями, не став расположенными друг к другу, ноте, кто расположены, еще отнюдь не «дружат». Дело в том, что при расположении только желают собственно благ тем, к кому расположены, но нив чем не станут им содействовать и утруждать себя ради них. Потому — то в переносном смысле можно было бы назвать это «праздной дружбой», однако по прошествии долгого времени и по достижении...",1,1,"Расположение похоже на дружеское отношение, но это, тем не менее, не дружба, потому что расположение может быть обращено к незнакомым и быть тайным, а в дружбе это невозможно. Прежде это было сказано. Но расположение — это и не дружеское чувство, потому что в нём нет ни напряжения, ни стремления, а они сопутствуют чувству дружеской привязанности. Кроме того, чувство дружеской привязанности обусловлено длительной взаимной близостью, а расположение может возникнуть внезапно, как, например, к участникам состязаний: люди становятся расположены к ним и желают им победы, однако ни в чём не станут им содействовать, ибо, как мы уже сказали, расположение возникает внезапно, и приязнь тут испытывают поверхностно. Таким образом, расположение напоминает начало дружбы так же, как удовольствие от лицезрения другого походит на начало влюблённости, потому что никто не влюбляется, не испытав прежде удовольствия от облика другого человека, но кто наслаждается видом человека, ещё отнюдь не влюблён; влюблён он тогда, когда в отсутствие другого тоскует и жаждет его присутствия. А значит, нельзя быть друзьями, не став расположенными друг к другу, но те, кто расположены, ещё отнюдь не «дружат». Дело в том, что при расположении только желают собственно благ тем, к кому расположены, но ни в чём не станут им содействовать и утруждать себя ради них. Потому-то в переносном смысле можно было бы назвать это «праздной дружбой», однако по прошествии долгого времени и по достижении..."
"Если непроизвольное совершается подневольно и по неведению, то произвольное — это, по — видимому, то , источник чего — в самом деятеле, причем знающем те частные обстоятельства, при которых поступок имеет место. Едва ли правильно считать неп роизвольным точто совершается в ярости или по влечению . Во — первых, потому, что тогда ниодно другое живое су щество, нидаже реб енок не будет поступать произвольно, а во — вторых, возникает сомнение: Толи один поступок по влечению и в ярост и не бывает произволен, толи прекрасные поступки произвольны, а постыдные — непроизвольны. Но разве это не смешно, коль причина у поступка одна? И, должно быть, нелепо утверждать, будто непроизвол ьны такие поступки, к которым следует стремиться, ведь и гнев аться начто — то следует, и влечение к чему — то испытывать, скажем, к здоровью или ученью. Считается, что непроизвольное приносит стра дания, а совпадающее с влечением — удовольствия. Какая, нако нец, разница с точки зрения непроизвольности, порасч ету , или в порыве ярости совершены проступки? Ведь, с одной стороны, следует избегать и тех и других, а с другой — страс ти, чуждые рассуждения, не менее свойственны человеку, нежели разумный расчет. А значит, поступки в порыве ярости и по влечению св ойственны человеку, и потому такие поступки нелепо считать не произвольными.",1,1,"Если непроизвольное совершается подневольно и по неведению, то произвольное — это, по-видимому, то, источник чего — в самом деятеле, причём знающем те частные обстоятельства, при которых поступок имеет место. Едва ли правильно считать непроизвольным то, что совершается в ярости или по влечению. Во-первых, потому что тогда ни одно другое живое существо, ни даже ребёнок не будет поступать произвольно, а во-вторых, возникает сомнение: то ли один поступок по влечению и в ярости не бывает произволен, то ли прекрасные поступки произвольны, а постыдные — непроизвольны. Но разве это не смешно, коль причина у поступка одна? И, должно быть, нелепо утверждать, будто непроизвольны такие поступки, к которым следует стремиться, ведь и гневаться на что-то следует, и влечение к чему-то испытывать, скажем, к здоровью или учению. Считается, что непроизвольное приносит страдания, а совпадающее с влечением — удовольствия. Какая, наконец, разница с точки зрения непроизвольности, по расчёту или в порыве ярости совершены проступки? Ведь, с одной стороны, следует избегать и тех и других, а с другой — страсти, чуждые рассуждению, не менее свойственны человеку, нежели разумный расчёт. А значит, поступки в порыве ярости и по влечению свойственны человеку, и потому такие поступки нелепо считать непроизвольными."
"Проявлять себя в великом величавости подобает уже по самому названию, мыже прежде всего рассмотрим, в ч ем именно, а исследовать лисам душевный склад или его обладателя — это бе зразлично. Величавый же — это, по — видимому, тот, кто считает себя достойным великого, будучи этого достойным. Ведь во преки достоинству так считает только глупец, а ни глупцов, ни неразум ных нет среди добродетельных. А значит, величавый именно таков, как сказано. В самом деле, достойный малого и считающий себя дос тойным малого благоразумен, ноне величав, ведь величавость состоит в величии, так жекак красота бывает в большом теле, а малорослые изя щны и хорошо сложены, ноне прекрасны. Кто считает себя достойны м великого, хотя не достоин, спесив, но спесив не всякий, кто счита етсебя достойным большего, нежели действительно достоин. Приниженный же — это тот, кто считает себя достойны м меньшего, чем он достоин: Велики ли его достоинства или нез начительны, он все равно считает себя еще менее достойным, и тот, кто достоин великого, а считает себя достойным малого, — тот кажется, пожа луй, самым приниженным: Каким жеон считал бысебя, если б небыл достоин столь великого?! Величавый поэтому — крайний с точки зрения величия и срединный с точки зрения должного поведения, ибо ему свойственно ценить себя по достоинству, а те, другие, отклоня ются в сторону излишка или недостатка. Если человек считает себя достойным великого, этого достоин, и особенно если он достоин величайшего, то...",1,1,"Проявлять себя в великом и величавости подобает уже по самому названию, мы же прежде всего рассмотрим, в чём именно, а исследовать ли сам душевный склад или его обладателя — это безразлично. Величавый же — это, по-видимому, тот, кто считает себя достойным великого, будучи этого достойным. Ведь вопреки достоинству так считает только глупец, а ни глупцов, ни неразумных нет среди добродетельных. А значит, величавый именно таков, как сказано. В самом деле, достойный малого и считающий себя достойным малого благоразумен, но не величав, ведь величавость состоит в величии, так же как красота бывает в большом теле, а малорослые изящны и хорошо сложены, но не прекрасны. Кто считает себя достойным великого, хотя не достоин, спесив, но спесив не всякий, кто считает себя достойным большего, нежели действительно достоин. Приниженный же — это тот, кто считает себя достойным меньшего, чем он достоин: велики ли его достоинства или незначительны, он всё равно считает себя ещё менее достойным, и тот, кто достоин великого, а считает себя достойным малого, — тот кажется, пожалуй, самым приниженным: каким же он считал бы себя, если бы не был достоин столь великого?! Величавый поэтому — крайний с точки зрения величия и срединный с точки зрения должного поведения, ибо ему свойственно ценить себя по достоинству, а те, другие, отклоняются в сторону излишка или недостатка. Если человек считает себя достойным великого, этого достоин, и особенно если он достоин величайшего, то..."
"Порок — что такое? Точто ты часто видел. И при всем, что случается, пусть у тебя под рукой будет: вот — точто ты часто видел. Вообще вверху, внизу найдешь все тоже — точем полны предания древних, средних, недавних времен, чем и теперь полны города и жилища. Ничто неново, все и привычно, и недолговечно.",1,0,"Порок — что такое? То, что ты часто видел. И при всём, что случается, пусть у тебя под рукой будет: вот — то, что ты часто видел. Вообще вверху, внизу найдёшь всё то же — чем полны предания древних, средних, недавних времён, чем и теперь полны города и жилища. Ничто не ново, всё и привычно, и недолговечно."
"Твое дыханье и все огненное, сколько туда подмешано, хоть и стремятся по природе вверх, однако, подчиняясь построению целого, удерживаются здесь, в соединении. Так и все земляное в тебе и влажное, хоть и стремятся вниз, однако подняты и занимают то место, которое отвела имих природа. Таким образом, и стихии слушаются целого, и куда их поставили, там они вынуждены стоять, пока не будет дан знак оттуда, что пора имидти врассыпную. Что жне ужасно лиэто, чтобы разумная твоя часть была единственным, что не подчиняется и сетует насвое место? А ведь ей-то насильно ничего не приказывают — только точто поее природе. И она не выдерживает и даже затевает мятеж, ибо движение к несправедливости, разнузданности, гневу, печали, страхам — нечто иное, как отступничество от природы. И когда ведущее негодует хоть на что-нибудь из происходящего, и тогда оно оставляет свое место, потому что ведущее устроено ради равенства и богопочитания не меньше, чем ради справедливости. Ведь и они среди видов благообщности, и, пожалуй, старшие из правых деяний.",1,1,"Твоё дыхание и всё огненное, сколько туда подмешано, хоть и стремятся по природе вверх, однако, подчиняясь построению целого, удерживаются здесь, в соединении. Так и всё земляное в тебе и влажное, хоть и стремятся вниз, однако подняты и занимают то место, которое отвела им природа. Таким образом, и стихии слушаются целого, и куда их поставили, там они вынуждены стоять, пока не будет дан знак оттуда, что пора им идти врассыпную. Что же, не ужасно ли это, чтобы разумная твоя часть была единственным, что не подчиняется и сетует на своё место? А ведь ей-то насильно ничего не приказывают — только то, что по её природе. И она не выдерживает и даже затевает мятеж, ибо движение к несправедливости, разнузданности, гневу, печали, страхам — не что иное, как отступничество от природы. И когда ведущее негодует хоть на что-нибудь из происходящего, и тогда оно оставляет своё место, потому что ведущее устроено ради равенства и богопочитания не меньше, чем ради справедливости. Ведь и они среди видов благообщности, и, пожалуй, старшие из правых деяний."
